applicant_id,age,annual_income,credit_score,loan_amount,employment_length_years,existing_debt,number_of_open_accounts,missed_payments_last_12_months,credit_utilization,loan_purpose,home_ownership,debt_to_income_ratio,loan_to_income_ratio,credit_score_band,income_band,default_probability,defaulted,loan_value_at_risk,dti_risk_flag,utilization_risk_flag,missed_payment_risk_flag,low_credit_score_flag,high_loan_to_income_flag,total_risk_flags,risk_band,approval_recommendation
143,69,80452.19,759,34853.18,6,21465.73,16,0,0.618,Home Improvement,Rent,0.267,0.433,Very Good,75K to 120K,0.11,0,0,0,0,0,0,1,1,Low Risk,Approve
144,69,77718.81,654,12268.98,14,15548.85,16,0,0.225,Auto,Mortgage,0.2,0.158,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
145,70,58340.12,650,14234.42,3,3850.34,17,0,0.345,Debt Consolidation,Own,0.066,0.244,Fair,40K to 75K,0.15000000000000002,1,14234.42,0,0,0,1,0,1,Moderate Risk,Approve with Review
146,51,68148.02,751,23703.61,21,26126.82,14,1,0.475,Home Improvement,Rent,0.383,0.348,Very Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
147,54,87146.04,659,19424.4,5,39530.87,12,0,0.314,Personal,Mortgage,0.454,0.223,Fair,75K to 120K,0.32000000000000006,1,19424.4,1,0,0,1,0,2,High Risk,High Risk Review
148,50,97065.43,712,28145.89,0,29681.28,11,2,0.161,Home Improvement,Own,0.306,0.29,Good,75K to 120K,0.25,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
149,52,66022.34,655,12077.14,23,26131.58,16,0,0.681,Home Improvement,Mortgage,0.396,0.183,Fair,40K to 75K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
150,26,75041.54,811,15365.84,27,29739.17,17,2,0.341,Home Improvement,Mortgage,0.396,0.205,Excellent,75K to 120K,0.08000000000000002,0,0,0,0,1,0,0,1,Low Risk,Approve
151,42,24312.34,753,17163.63,4,20537.08,6,1,0.492,Debt Consolidation,Mortgage,0.845,0.706,Very Good,Under 40K,0.2,0,0,1,0,0,0,1,2,Moderate Risk,Approve with Review
152,58,98732.45,737,1000,18,23603.28,4,0,0.594,Small Business,Rent,0.239,0.01,Good,75K to 120K,0.12000000000000002,1,1000,0,0,0,0,0,0,Low Risk,Approve
153,51,121054.78,705,28211.51,21,30839.63,15,2,0.635,Debt Consolidation,Mortgage,0.255,0.233,Good,120K Plus,0.16,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
154,26,80969.85,752,25046.82,4,30948.38,14,0,0.678,Debt Consolidation,Mortgage,0.382,0.309,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
155,40,95134.26,506,17091.28,29,20823.12,3,1,0.426,Personal,Mortgage,0.219,0.18,Poor,75K to 120K,0.28,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
156,35,57048.2,610,24839.65,27,31158.24,14,0,0.369,Medical,Own,0.546,0.435,Fair,40K to 75K,0.3500000000000001,0,0,1,0,0,1,1,3,High Risk,High Risk Review
157,54,102368.3,629,17029.66,28,11144.33,18,0,0.538,Debt Consolidation,Rent,0.109,0.166,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
158,62,97174.64,666,14295.22,11,507.31,8,1,0.158,Auto,Mortgage,0.005,0.147,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
159,43,85895.36,668,18475.44,4,23361.56,1,0,0.525,Debt Consolidation,Own,0.272,0.215,Fair,75K to 120K,0.15000000000000002,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
160,32,48204.42,655,38385.43,25,23625.53,11,1,0.251,Personal,Rent,0.49,0.796,Fair,40K to 75K,0.43000000000000005,1,38385.43,1,0,0,1,1,3,High Risk,High Risk Review
161,46,81367.91,766,18373.55,17,3836.1,2,1,0.187,Home Improvement,Own,0.047,0.226,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
162,61,113272.72,592,17114.26,28,32509.49,4,0,0.263,Debt Consolidation,Own,0.287,0.151,Fair,75K to 120K,0.11000000000000001,0,0,0,0,0,1,0,1,Low Risk,Approve
163,21,55567.56,752,5628.8,12,23235.2,11,1,0.43,Home Improvement,Own,0.418,0.101,Very Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
164,22,70411.23,526,22591.89,19,27765.67,10,0,0.839,Auto,Mortgage,0.394,0.321,Poor,40K to 75K,0.4,1,22591.89,0,1,0,1,0,2,High Risk,High Risk Review
165,44,66495.41,774,19961.04,23,11140.6,1,1,0.017,Debt Consolidation,Mortgage,0.168,0.3,Very Good,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
166,54,38363.84,629,17131.85,26,46323.61,14,1,0.321,Debt Consolidation,Rent,1.207,0.447,Fair,Under 40K,0.43000000000000005,1,17131.85,1,0,0,1,1,3,High Risk,High Risk Review
167,45,48567.93,700,21321.92,30,36113.69,11,0,0.246,Home Improvement,Rent,0.744,0.439,Good,40K to 75K,0.29000000000000004,1,21321.92,1,0,0,0,1,2,Moderate Risk,Approve with Review
168,48,98616.49,757,18552.89,8,31029.35,11,3,0.747,Small Business,Rent,0.315,0.188,Very Good,75K to 120K,0.36,0,0,0,1,1,0,0,2,High Risk,High Risk Review
169,63,135514.18,639,20362.48,29,17463.7,6,2,0.372,Debt Consolidation,Mortgage,0.129,0.15,Fair,120K Plus,0.30000000000000004,0,0,0,0,1,1,0,2,High Risk,High Risk Review
170,34,24342.98,629,16424.46,30,23661.34,10,2,0.667,Medical,Rent,0.972,0.675,Fair,Under 40K,0.5900000000000001,1,16424.46,1,0,1,1,1,4,Critical Risk,Decline or Require Strong Mitigation
171,54,46950.75,696,15537.49,24,12216.86,14,0,0.527,Debt Consolidation,Rent,0.26,0.331,Good,40K to 75K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
172,22,74907.82,690,21480.17,7,32469.16,15,2,0.549,Home Improvement,Rent,0.433,0.287,Good,40K to 75K,0.25,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
173,51,161298.4,770,41943.35,20,9023.34,16,0,0.282,Debt Consolidation,Own,0.056,0.26,Very Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
174,52,96904.69,776,38903.1,17,21469.08,17,0,0,Auto,Mortgage,0.222,0.401,Very Good,75K to 120K,0.02000000000000001,0,0,0,0,0,0,1,1,Low Risk,Approve
175,47,97254,624,23741.84,0,14641.09,12,1,0.435,Small Business,Mortgage,0.151,0.244,Fair,75K to 120K,0.33,0,0,0,0,0,1,0,1,High Risk,High Risk Review
176,30,34942.57,635,29295.99,13,19167.6,12,3,0.294,Small Business,Rent,0.549,0.838,Fair,Under 40K,0.6600000000000001,1,29295.99,1,0,1,1,1,4,Critical Risk,Decline or Require Strong Mitigation
177,48,94117.84,609,19887.33,0,16573.44,16,1,0.546,Debt Consolidation,Rent,0.176,0.211,Fair,75K to 120K,0.31,0,0,0,0,0,1,0,1,High Risk,High Risk Review
178,57,91814.04,647,40227.95,23,27400.35,7,1,0.424,Debt Consolidation,Rent,0.298,0.438,Fair,75K to 120K,0.29000000000000004,0,0,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
179,30,46341.31,657,29290.28,13,21584.01,15,0,0.372,Personal,Mortgage,0.466,0.632,Fair,40K to 75K,0.38000000000000006,1,29290.28,1,0,0,1,1,3,High Risk,High Risk Review
180,69,48555.11,583,43440.02,3,35947.84,14,0,0.482,Auto,Mortgage,0.74,0.895,Fair,40K to 75K,0.42000000000000004,0,0,1,0,0,1,1,3,High Risk,High Risk Review
181,69,26682.37,700,22396.77,8,46274.47,6,0,0.78,Auto,Rent,1.734,0.839,Good,Under 40K,0.45,1,22396.77,1,1,0,0,1,3,High Risk,High Risk Review
182,25,94989.69,557,1000,6,12472.21,1,1,0.414,Debt Consolidation,Rent,0.131,0.011,Poor,75K to 120K,0.37,0,0,0,0,0,1,0,1,High Risk,High Risk Review
183,55,64804.8,650,3149.89,22,29052.08,15,0,0.302,Medical,Rent,0.448,0.049,Fair,40K to 75K,0.19000000000000003,1,3149.89,0,0,0,1,0,1,Moderate Risk,Approve with Review
184,34,60770.75,682,5722.06,21,35627.61,1,0,0.698,Debt Consolidation,Own,0.586,0.094,Good,40K to 75K,0.11000000000000001,0,0,1,0,0,0,0,1,Low Risk,Approve
185,34,82267.53,652,23957.52,1,1203.66,11,2,0.543,Home Improvement,Rent,0.015,0.291,Fair,75K to 120K,0.47000000000000003,0,0,0,0,1,1,0,2,High Risk,High Risk Review
186,48,89087.77,728,6599.5,23,0,7,2,0.336,Auto,Mortgage,0,0.074,Good,75K to 120K,0.16,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
187,53,73791.06,698,34050.79,16,0,1,1,0.07,Personal,Rent,0,0.461,Good,40K to 75K,0.15,0,0,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
188,57,47516.51,614,35404.19,25,26054.54,8,3,0.508,Home Improvement,Rent,0.548,0.745,Fair,40K to 75K,0.5900000000000001,1,35404.19,1,0,1,1,1,4,Critical Risk,Decline or Require Strong Mitigation
189,55,130852.28,571,19241.03,13,28527.64,16,0,0.642,Medical,Rent,0.218,0.147,Poor,120K Plus,0.33,0,0,0,0,0,1,0,1,High Risk,High Risk Review
190,46,138994.64,542,21030.99,17,30517.36,5,1,0.438,Debt Consolidation,Rent,0.22,0.151,Poor,120K Plus,0.33,0,0,0,0,0,1,0,1,High Risk,High Risk Review
191,51,111543.83,747,26981.46,15,30054.13,11,2,0.701,Small Business,Rent,0.269,0.242,Very Good,75K to 120K,0.32,1,26981.46,0,1,1,0,0,2,High Risk,High Risk Review
192,65,34339.55,607,9807.67,29,11939.04,18,0,0.498,Auto,Mortgage,0.348,0.286,Fair,Under 40K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
193,63,116349.18,774,30750.6,25,11626.54,8,0,0.382,Personal,Rent,0.1,0.264,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
194,72,54228.05,681,29505.67,28,16487.82,7,0,0.392,Debt Consolidation,Rent,0.304,0.544,Good,40K to 75K,0.15,0,0,0,0,0,0,1,1,Moderate Risk,Approve with Review
195,52,44877.2,738,1000,10,17729.76,9,1,0.576,Debt Consolidation,Rent,0.395,0.022,Good,40K to 75K,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
196,37,94326.35,557,21221.09,2,39710.49,9,1,0,Small Business,Mortgage,0.421,0.225,Poor,75K to 120K,0.39,0,0,0,0,0,1,0,1,High Risk,High Risk Review
197,47,75485.12,597,5896.27,7,29745.98,18,2,0.532,Home Improvement,Own,0.394,0.078,Fair,75K to 120K,0.31000000000000005,1,5896.27,0,0,1,1,0,2,High Risk,High Risk Review
198,50,99132.65,717,16392.55,18,25268.94,5,0,0.598,Home Improvement,Mortgage,0.255,0.165,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
199,72,66071.88,646,24046.4,28,24066.53,7,1,0.18,Debt Consolidation,Mortgage,0.364,0.364,Fair,40K to 75K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
200,56,71884.32,657,7151.39,1,9347.9,18,1,0.439,Auto,Mortgage,0.13,0.099,Fair,40K to 75K,0.26,1,7151.39,0,0,0,1,0,1,Moderate Risk,Approve with Review
201,40,32270.28,575,1000,0,9091.58,13,1,0.497,Small Business,Mortgage,0.282,0.031,Poor,Under 40K,0.47000000000000003,1,1000,0,0,0,1,0,1,High Risk,High Risk Review
202,31,114651.23,627,13673.32,18,24143.48,17,0,0.569,Small Business,Rent,0.211,0.119,Fair,75K to 120K,0.26,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
203,37,93959.57,755,14884.24,9,15474.06,16,1,0.409,Medical,Mortgage,0.165,0.158,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
204,29,35193.91,677,15100.35,12,10596.97,8,0,0.234,Debt Consolidation,Mortgage,0.301,0.429,Good,Under 40K,0.1,0,0,0,0,0,0,1,1,Low Risk,Approve
205,37,87643.33,671,11362.54,21,16773.72,12,1,0.42,Debt Consolidation,Own,0.191,0.13,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
206,33,128837.71,847,31523.33,29,22624.77,14,2,0.694,Home Improvement,Rent,0.176,0.245,Excellent,120K Plus,0.12999999999999998,1,31523.33,0,0,1,0,0,1,Low Risk,Approve
207,51,89088.59,717,19110.24,1,16891.33,8,1,0.199,Small Business,Mortgage,0.19,0.215,Good,75K to 120K,0.19,0,0,0,0,0,0,0,0,Moderate Risk,Approve with Review
208,69,112588.27,758,21770.83,29,0,8,2,0.68,Personal,Mortgage,0,0.193,Very Good,75K to 120K,0.08000000000000002,0,0,0,0,1,0,0,1,Low Risk,Approve
209,72,76896.55,675,15914.33,5,3578.6,5,2,0.464,Home Improvement,Mortgage,0.047,0.207,Good,75K to 120K,0.2,0,0,0,0,1,0,0,1,Moderate Risk,Approve with Review
210,21,76076.89,747,1000,4,27074.19,8,0,0.238,Auto,Mortgage,0.356,0.013,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
211,37,38890.94,577,23982.96,23,0,16,0,0,Small Business,Own,0,0.617,Poor,Under 40K,0.42000000000000004,1,23982.96,0,0,0,1,1,2,High Risk,High Risk Review
212,53,69558.65,677,8454.95,7,21280.2,1,1,0.488,Debt Consolidation,Mortgage,0.306,0.122,Good,40K to 75K,0.04,0,0,0,0,0,0,0,0,Low Risk,Approve
213,48,20341.42,536,12843.59,16,26708.79,10,1,0.531,Small Business,Mortgage,1.313,0.631,Poor,Under 40K,0.5900000000000001,0,0,1,0,0,1,1,3,Critical Risk,Decline or Require Strong Mitigation
214,22,94620.58,566,2939.95,16,27148.16,13,0,0.899,Small Business,Own,0.287,0.031,Poor,75K to 120K,0.44000000000000006,1,2939.95,0,1,0,1,0,2,High Risk,High Risk Review
215,51,38951.5,761,38918.5,26,12197.6,1,1,0.39,Auto,Mortgage,0.313,0.999,Very Good,Under 40K,0.02000000000000001,0,0,0,0,0,0,1,1,Low Risk,Approve
216,28,23776.6,619,28487.27,20,9524.55,1,0,0.175,Home Improvement,Mortgage,0.401,1.198,Fair,Under 40K,0.24000000000000002,0,0,0,0,0,1,1,2,Moderate Risk,Approve with Review
217,36,158002.6,776,26305.57,26,40744.74,4,3,0.47,Auto,Mortgage,0.258,0.166,Very Good,120K Plus,0.08000000000000002,0,0,0,0,1,0,0,1,Low Risk,Approve
218,23,102560.89,740,34565.65,17,7278.52,18,1,0.443,Auto,Mortgage,0.071,0.337,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
219,57,111234.26,715,36533.24,10,10166.09,11,0,0.68,Home Improvement,Mortgage,0.091,0.328,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
220,33,86474.24,685,24858.91,17,19070.32,9,1,0.484,Personal,Mortgage,0.221,0.287,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
221,32,52852.03,814,20942.81,21,19274.99,8,1,0.268,Home Improvement,Mortgage,0.365,0.396,Excellent,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
222,21,75024.74,656,32627.13,1,19816.18,14,1,0.182,Personal,Own,0.264,0.435,Fair,75K to 120K,0.33000000000000007,0,0,0,0,0,1,1,2,High Risk,High Risk Review
223,50,24471.57,605,13439.26,30,203.42,15,0,0.509,Auto,Mortgage,0.008,0.549,Fair,Under 40K,0.24000000000000002,0,0,0,0,0,1,1,2,Moderate Risk,Approve with Review
224,71,20416.26,794,10557.66,20,7251.2,15,0,0.479,Home Improvement,Mortgage,0.355,0.517,Very Good,Under 40K,0.02000000000000001,0,0,0,0,0,0,1,1,Low Risk,Approve
225,51,84625.11,665,33289.58,21,19422.68,5,0,0.707,Small Business,Rent,0.23,0.393,Fair,75K to 120K,0.38000000000000006,0,0,0,1,0,1,0,2,High Risk,High Risk Review
226,57,66749.79,716,30251.09,19,14186.77,4,0,0.509,Home Improvement,Rent,0.213,0.453,Good,40K to 75K,0.15,1,30251.09,0,0,0,0,1,1,Moderate Risk,Manual Underwriting Review
227,67,60222.9,606,12501.58,10,31327.71,16,0,0.428,Personal,Rent,0.52,0.208,Fair,40K to 75K,0.33000000000000007,0,0,1,0,0,1,0,2,High Risk,High Risk Review
228,26,38141.57,780,39311.2,25,32247.87,2,2,0.816,Debt Consolidation,Rent,0.845,1.031,Very Good,Under 40K,0.49000000000000016,0,0,1,1,1,0,1,4,High Risk,High Risk Review
229,36,125331.81,740,23352.38,17,22428.99,13,1,0.19,Medical,Rent,0.179,0.186,Very Good,120K Plus,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
230,30,43458.71,661,1000,30,10383.73,18,0,0.67,Debt Consolidation,Mortgage,0.239,0.023,Fair,40K to 75K,0.14,1,1000,0,0,0,1,0,1,Low Risk,Approve
231,27,21704.06,693,22572.57,26,23517.24,18,2,0.74,Medical,Mortgage,1.084,1.04,Good,Under 40K,0.52,1,22572.57,1,1,1,0,1,4,Critical Risk,Decline or Require Strong Mitigation
232,29,87267.14,679,17433.74,12,20625.37,9,0,0.657,Small Business,Mortgage,0.236,0.2,Good,75K to 120K,0.07,0,0,0,0,0,0,0,0,Low Risk,Approve
233,61,96983.22,635,11797.59,19,35295.49,13,0,0.367,Auto,Rent,0.364,0.122,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
234,45,61154.18,850,2430.98,6,0,14,0,0.243,Debt Consolidation,Mortgage,0,0.04,Excellent,40K to 75K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
235,23,84857.08,668,35178.37,22,8736.47,11,2,0.288,Home Improvement,Mortgage,0.103,0.415,Fair,75K to 120K,0.4000000000000001,0,0,0,0,1,1,1,3,High Risk,High Risk Review
236,38,61924.74,691,25971.88,15,0,8,0,0.621,Medical,Own,0,0.419,Good,40K to 75K,0.07,0,0,0,0,0,0,1,1,Low Risk,Approve
237,67,129506.43,645,38271.54,19,7749.41,3,2,0.511,Home Improvement,Rent,0.06,0.296,Fair,120K Plus,0.35000000000000003,0,0,0,0,1,1,0,2,High Risk,High Risk Review
238,48,88103.3,686,28332.26,26,12036.34,5,0,0.648,Small Business,Rent,0.137,0.322,Good,75K to 120K,0.12000000000000002,1,28332.26,0,0,0,0,0,0,Low Risk,Approve
239,35,19596.09,768,1812.23,15,9571.29,18,0,0.474,Medical,Mortgage,0.488,0.092,Very Good,Under 40K,0.06000000000000002,0,0,1,0,0,0,0,1,Low Risk,Approve
240,49,48498.47,628,40334.81,13,28201.12,13,0,0.509,Debt Consolidation,Mortgage,0.581,0.832,Fair,40K to 75K,0.38000000000000006,1,40334.81,1,0,0,1,1,3,High Risk,High Risk Review
241,40,106296.93,694,9134.4,10,54991.18,14,1,0.408,Small Business,Mortgage,0.517,0.086,Good,75K to 120K,0.21,0,0,1,0,0,0,0,1,Moderate Risk,Approve with Review
242,45,131999.65,568,26533.65,12,17130.74,4,0,0.544,Small Business,Rent,0.13,0.201,Poor,120K Plus,0.4,0,0,0,0,0,1,0,1,High Risk,High Risk Review
243,36,49162.76,592,30843.47,13,29793.78,6,2,0.491,Auto,Mortgage,0.606,0.627,Fair,40K to 75K,0.54,0,0,1,0,1,1,1,4,Critical Risk,Decline or Require Strong Mitigation
244,44,83570.48,599,25710.84,21,74.01,18,1,0.196,Debt Consolidation,Mortgage,0.001,0.308,Fair,75K to 120K,0.14,0,0,0,0,0,1,0,1,Low Risk,Approve
245,53,56252.77,502,1000,13,25773.79,7,2,0.36,Medical,Rent,0.458,0.018,Poor,40K to 75K,0.63,0,0,1,0,1,1,0,3,Critical Risk,Decline or Require Strong Mitigation
246,58,149019.2,692,37122.07,14,13156.35,7,1,0.69,Personal,Rent,0.088,0.249,Good,120K Plus,0.049999999999999996,0,0,0,0,0,0,0,0,Low Risk,Approve
247,63,59843.82,572,14922.94,4,0,18,1,0.575,Debt Consolidation,Rent,0,0.249,Poor,40K to 75K,0.37,1,14922.94,0,0,0,1,0,1,High Risk,High Risk Review
248,61,107693.25,843,40989.86,24,10533.72,14,2,0,Auto,Rent,0.098,0.381,Excellent,75K to 120K,0.12999999999999998,0,0,0,0,1,0,0,1,Low Risk,Approve
249,42,66884.66,649,15375.99,22,4590.64,12,2,0.77,Auto,Rent,0.069,0.23,Fair,40K to 75K,0.47000000000000003,1,15375.99,0,1,1,1,0,3,High Risk,High Risk Review
250,46,88248.05,526,13014.39,4,39227.44,6,1,0,Debt Consolidation,Rent,0.445,0.147,Poor,75K to 120K,0.37,0,0,0,0,0,1,0,1,High Risk,High Risk Review
251,40,42487.13,589,25839.14,22,25073.73,2,0,0.556,Home Improvement,Rent,0.59,0.608,Fair,40K to 75K,0.43000000000000005,0,0,1,0,0,1,1,3,High Risk,High Risk Review
252,65,78011.07,589,15503.33,25,22194.41,5,1,0.402,Debt Consolidation,Rent,0.285,0.199,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
253,57,94718.86,642,22256.2,28,6916.35,10,2,0.718,Home Improvement,Rent,0.073,0.235,Fair,75K to 120K,0.47000000000000003,0,0,0,1,1,1,0,3,High Risk,High Risk Review
254,63,28581.94,728,42539.13,9,6974.43,8,1,0.595,Auto,Own,0.244,1.488,Good,Under 40K,0.11000000000000001,0,0,0,0,0,0,1,1,Low Risk,Approve
255,35,114086.42,805,16328.21,30,37644.6,12,1,0.389,Home Improvement,Rent,0.33,0.143,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
256,41,72615.54,700,12597.01,28,34736.77,6,0,0.544,Personal,Rent,0.478,0.173,Good,40K to 75K,0.19000000000000003,1,12597.01,1,0,0,0,0,1,Moderate Risk,Approve with Review
257,54,25729.52,594,12278.57,27,25371.31,12,0,0.267,Auto,Mortgage,0.986,0.477,Fair,Under 40K,0.38000000000000006,0,0,1,0,0,1,1,3,High Risk,High Risk Review
258,45,89323.83,767,26317.64,6,18895.65,13,0,0.733,Home Improvement,Rent,0.212,0.295,Very Good,75K to 120K,0.13,0,0,0,1,0,0,0,1,Low Risk,Approve
259,58,88913.07,681,14049,8,35326.45,9,1,0.347,Debt Consolidation,Rent,0.397,0.158,Good,75K to 120K,0.09,0,0,0,0,0,0,0,0,Low Risk,Approve
260,21,67599.01,547,22796.44,6,22819.06,14,0,0.398,Debt Consolidation,Mortgage,0.338,0.337,Poor,40K to 75K,0.32,0,0,0,0,0,1,0,1,High Risk,High Risk Review
261,34,77943.14,823,1000,3,30334.06,7,0,0.342,Auto,Rent,0.389,0.013,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
262,68,110433.16,565,33400.01,19,19333.05,12,2,0.358,Small Business,Rent,0.175,0.302,Poor,75K to 120K,0.56,1,33400.01,0,0,1,1,0,2,Critical Risk,Decline or Require Strong Mitigation
263,69,52591.79,747,21163.05,3,2928.79,11,2,0.48,Small Business,Mortgage,0.056,0.402,Very Good,40K to 75K,0.29000000000000004,1,21163.05,0,0,1,0,1,2,Moderate Risk,Approve with Review
264,31,90241.77,788,32591.65,14,41381.95,14,0,0.57,Medical,Mortgage,0.459,0.361,Very Good,75K to 120K,0.06000000000000002,0,0,1,0,0,0,0,1,Low Risk,Approve
265,48,66667.68,796,16104.41,10,0,14,2,0.214,Personal,Rent,0,0.242,Very Good,40K to 75K,0.12999999999999998,0,0,0,0,1,0,0,1,Low Risk,Approve
266,38,18000,664,12491.62,17,36902.12,8,1,0.551,Debt Consolidation,Rent,2.05,0.694,Fair,Under 40K,0.43000000000000005,1,12491.62,1,0,0,1,1,3,High Risk,High Risk Review
267,54,106513.7,746,29743.1,4,1019.49,5,0,0.538,Personal,Mortgage,0.01,0.279,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
268,62,87283.39,760,25015.38,8,21266.85,15,0,0.487,Small Business,Mortgage,0.244,0.287,Very Good,75K to 120K,0.030000000000000013,0,0,0,0,0,0,0,0,Low Risk,Approve
269,56,40868.44,580,34921.93,27,37153.36,10,1,0.321,Debt Consolidation,Rent,0.909,0.854,Fair,40K to 75K,0.43000000000000005,0,0,1,0,0,1,1,3,High Risk,High Risk Review
270,40,18000,637,21718.95,17,27360.87,1,1,0.694,Small Business,Own,1.52,1.207,Fair,Under 40K,0.42000000000000004,0,0,1,0,0,1,1,3,High Risk,High Risk Review
271,35,70216.42,730,31024.77,14,29906.36,17,0,0.923,Small Business,Mortgage,0.426,0.442,Good,40K to 75K,0.29000000000000004,0,0,0,1,0,0,1,2,Moderate Risk,Manual Underwriting Review
272,27,109977.48,850,15527.51,24,6802.75,18,0,0.597,Debt Consolidation,Rent,0.062,0.141,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
273,69,111281.1,653,26852.93,17,14595.65,16,0,0,Debt Consolidation,Rent,0.131,0.241,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
274,47,46956.23,602,36793.59,6,8216.67,15,3,0.431,Home Improvement,Mortgage,0.175,0.784,Fair,40K to 75K,0.44000000000000006,1,36793.59,0,0,1,1,1,3,High Risk,High Risk Review
275,50,72625.03,656,33272.59,26,26553.52,13,1,0.578,Debt Consolidation,Rent,0.366,0.458,Fair,40K to 75K,0.29000000000000004,1,33272.59,0,0,0,1,1,2,Moderate Risk,Manual Underwriting Review
276,25,31345.56,640,17990.82,3,38186.93,16,0,0.455,Home Improvement,Mortgage,1.218,0.574,Fair,Under 40K,0.42000000000000004,0,0,1,0,0,1,1,3,High Risk,High Risk Review
277,42,87308.94,751,23750.44,4,20336.92,8,1,0.549,Auto,Mortgage,0.233,0.272,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
278,40,106780.63,720,14492.98,25,23079.35,4,1,0.286,Debt Consolidation,Mortgage,0.216,0.136,Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
279,70,118534.84,850,20885.04,25,0,15,0,0.672,Personal,Rent,0,0.176,Excellent,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
280,61,119675.4,642,19885,10,9853.21,16,1,0.778,Small Business,Rent,0.082,0.166,Fair,75K to 120K,0.38000000000000006,1,19885,0,1,0,1,0,2,High Risk,High Risk Review
281,31,69917.35,715,16256.78,16,9887.9,1,1,0.479,Small Business,Own,0.141,0.233,Good,40K to 75K,0.04000000000000001,0,0,0,0,0,0,0,0,Low Risk,Approve
282,48,76590.92,629,25067.48,14,9680.35,11,0,0.077,Debt Consolidation,Rent,0.126,0.327,Fair,75K to 120K,0.19000000000000003,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
283,58,91772.87,787,8785.84,21,17038.82,15,1,0.662,Small Business,Mortgage,0.186,0.096,Very Good,75K to 120K,0.01,0,0,0,0,0,0,0,0,Low Risk,Approve
284,62,55958.53,552,16333.26,2,16156.67,11,3,0.171,Home Improvement,Mortgage,0.289,0.292,Poor,40K to 75K,0.48,1,16333.26,0,0,1,1,0,2,High Risk,High Risk Review
285,29,89925.78,769,36403.37,6,6966.34,9,0,0.348,Auto,Rent,0.077,0.405,Very Good,75K to 120K,0.11,0,0,0,0,0,0,1,1,Low Risk,Approve
286,43,116928.92,612,25245.1,22,45313.66,16,1,0.697,Small Business,Mortgage,0.388,0.216,Fair,75K to 120K,0.21,0,0,0,0,0,1,0,1,Moderate Risk,Approve with Review
